	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5	day30_rep2_tbx5	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
FAM133DP	16	33	5	14	24	14
CYTIP	1	0	15	7	8	7
LOC105373712	0	0	0	0	0	0
ACVR1C	7	18	7	3	13	12
LOC124907898	0	1	0	2	1	0
ACVR1	1301	1219	1429	1938	907	1885
LOC124907899	6	2	1	4	6	8
LOC105373714	3	1	5	10	1	5
UPP2	2	1	0	3	1	0
CCDC148-AS1	0	1	0	0	0	0
CCDC148	10	48	16	14	20	24
PKP4	961	1677	1038	1075	1165	1601
LOC124907900	4	16	7	0	0	2
LOC105373715	1	5	4	6	4	2
PKP4-AS1	12	51	2	14	9	19
DAPL1	1	1	0	2	0	1
LOC124907901	0	0	11	7	2	1
TANC1	1448	1061	2659	2761	9280	7803
MIR6888	0	0	0	0	0	0
LOC105373716	28	18	29	32	95	71
WDSUB1	141	181	197	245	265	279
BAZ2B	933	1718	1180	698	2333	1789
BAZ2B-AS1	16	25	43	72	71	78
MARCHF7	2448	4378	2778	2448	6889	5755
LY75-CD302	0	0	0	0	0	0
CD302	0	2	0	1	0	1
LOC124906083	8	16	12	17	30	35
LY75	1	8	4	2	8	6
PLA2R1	89	57	602	258	39	529
LOC105373717	0	0	2	0	0	1
ITGB6	826	17	33	1	0	3
LINC02478	1	10	3	1	18	10
RBMS1	4208	4080	4712	3850	5232	7601
MIR4785	189	129	200	174	65	110
LOC105373718	0	0	0	0	0	1
LOC124907902	0	0	0	0	0	0
TANK-AS1	0	1	0	0	0	0
TANK	762	1631	723	517	1122	1311
PSMD14-DT	0	5	1	0	0	2
LINC01806	31	81	14	14	13	19
PSMD14	2362	4335	1542	1656	2591	2204
TBR1	5	21	4	0	3	5
AHCTF1P1	21	38	19	9	11	16
LOC124906148	0	0	0	0	0	0
SLC4A10	1	4	4	0	26	7
LOC105373722	0	0	0	0	0	0
DPP4	1347	1180	1832	568	8	1877
DPP4-DT	15	12	22	14	0	46
LOC101929532	1	1	1	2	2	7
GCG	94	234	2	9	1	15
FAP	21	10	185	245	50	1604
LOC105373724	7	8	0	1	1	2
IFIH1	15	54	32	23	70	151
GCA	397	297	465	294	586	669
KCNH7	13	30	77	98	127	184
LOC124906084	0	0	0	2	1	0
KCNH7-AS1	1	1	0	2	1	1
LOC105373727	0	0	0	0	0	0
LOC107985829	0	8	0	0	0	1
LOC105373728	0	0	0	0	0	0
FIGN	491	1069	649	568	1203	744
LOC107985957	16	32	26	47	62	44
GRB14	14	60	296	333	56	103
COBLL1	1691	2140	2617	602	495	2461
SNORA70F	3	4	6	0	1	2
LOC101929633	0	2	1	0	1	4
SLC38A11	5	4	0	0	0	8
SCN3A	14	13	14	3	206	57
SCN2A	18	16	179	87	38	48
CSRNP3	126	61	555	635	716	560
LOC124906085	0	0	1	1	2	0
GALNT3	60	90	46	14	18	11
LOC124906086	1	3	1	0	0	0
LOC100506124	16	17	24	23	48	59
TTC21B	323	481	453	492	916	970
TTC21B-AS1	1	3	1	5	3	0
LOC102724058	0	1	0	0	0	0
SCN1A	2	11	5	3	50	31
SCN1A-AS1	0	1	0	0	0	0
SCN9A	65	74	28	10	109	84
LOC124906181	0	0	0	0	0	0
SCN7A	36	4	19	14	48	187
LOC124906087	0	0	0	0	0	0
LOC107985958	0	0	0	0	0	0
XIRP2	8	4	356	711	711	1704
XIRP2-AS1	0	1	1	2	16	7
B3GALT1	113	102	171	200	81	69
B3GALT1-AS1	0	1	0	0	1	1
LOC124907903	1	3	0	0	3	0
STK39	1387	878	2686	3884	7144	5894
LOC124906088	1	3	1	1	1	4
LOC107985959	2	0	23	43	74	63
LOC105373734	2	2	1	2	1	1
LOC102724081	13	20	19	26	36	42
CERS6	1383	909	1571	2043	1994	2272
MIR4774	0	1	3	0	0	0
CERS6-AS1	0	0	0	0	0	0
NOSTRIN	57	36	49	31	42	63
SPC25	274	30	146	218	287	198
LOC124907904	0	0	0	0	0	0
G6PC2	0	0	0	0	0	0
ABCB11	10	10	27	128	3	2
DHRS9	45	2	285	1228	23	143
LRP2	976	507	5505	259	445	336
BBS5	257	277	356	388	291	465
KLHL41	181	116	1247	2775	2406	2415
FASTKD1	645	529	711	746	1664	1492
PPIG	1936	4061	1664	1334	5482	4944
CFAP210	8	16	15	13	80	28
PHOSPHO2-KLHL23	0	0	0	0	0	0
PHOSPHO2	14	16	37	52	57	51
LOC124906089	56	42	130	187	96	138
LOC124900531	0	0	0	1	1	0
KLHL23	9	3	10	17	2	20
LOC124907905	0	2	0	4	5	6
SSB	3482	5605	3003	2143	6685	5718
METTL5	506	632	593	765	1482	1115
SNORD3K	8	0	3	7	6	3
UBR3	1494	3033	3043	3357	5829	5608
MYO3B	7	12	20	18	12	16
LOC124906090	0	0	0	0	0	0
MYO3B-AS1	1	0	0	0	0	0
LOC100130256	2	5	0	5	0	1
ERICH2-DT	2	2	3	6	4	4
LINC01124	0	0	2	0	1	1
SP5	8	12	3	4	1	7
ERICH2	28	63	110	175	81	103
GAD1	99	146	545	1463	74	97
GORASP2	4272	11989	4876	4805	3263	4875
LOC124906091	10	54	6	11	6	4
TLK1	1167	1517	1426	1189	1813	2117
LOC124906092	10	7	4	3	4	7
LOC107983995	1	14	0	3	1	1
LOC105373737	4	22	0	0	1	1
METTL8	319	433	437	360	326	412
DCAF17	459	526	562	463	621	687
CYBRD1	568	1415	4560	3155	245	5074
DYNC1I2	3999	4295	3290	3834	6575	5778
SLC25A12	606	626	1608	2644	2530	2692
LOC105373739	0	0	0	0	0	0
LOC105373740	0	0	0	0	0	0
HAT1	1260	2264	1117	781	2841	2167
LOC124905590	2	5	2	1	1	6
METAP1D	117	172	168	137	227	228
DLX1	8	10	4	13	16	9
DLX2	2	82	7	4	12	6
DLX2-DT	0	0	0	0	0	0
LOC105373741	1	7	0	0	1	0
LOC107985960	0	1	0	0	0	0
LOC105373742	0	1	0	0	0	0
ITGA6	1334	639	849	612	409	526
ITGA6-AS1	2	3	1	6	2	1
LOC124900513	47	18	35	46	41	46
PDK1	1293	642	2300	3133	4390	3577
LOC124906146	0	0	0	0	0	0
RAPGEF4-AS1	0	1	4	8	13	5
RAPGEF4	21	33	164	290	348	250
MAP3K20	1625	2179	5732	7698	14259	17478
MAP3K20-AS1	10	19	15	18	15	42
LOC105373743	0	1	0	0	0	0
CDCA7	296	36	189	212	410	238
LOC105373744	0	0	1	0	1	0
LOC105373745	0	0	0	0	0	0
SP3	2341	2684	2176	1737	3411	3551
LINC01960	8	9	12	5	0	6
LOC105373746	0	0	0	0	0	0
OLA1	1929	2262	1968	2422	3843	2773
LOC124907906	12	29	10	11	14	10
LINC01305	1	8	0	1	1	2
LOC102724194	1	3	0	0	0	1
SP9	5	7	7	3	46	2
CIR1	700	2186	816	738	1953	1773
SCRN3	469	566	764	795	1594	1380
GPR155	464	339	902	757	421	738
GPR155-DT	14	64	23	39	76	60
LOC124906097	1	2	0	0	1	2
LOC124906096	1	1	2	0	0	0
WIPF1	1614	1071	696	885	614	1156
LOC124907907	11	16	2	5	2	10
H3P6	782	660	1092	1294	1863	1270
CHRNA1	3	3	7	2	25	16
LOC124907908	0	0	2	0	0	0
CHN1	352	321	770	537	2697	2677
ATF2	1206	2603	1298	858	1823	1802
MIR933	3	1	0	2	0	3
ATP5MC3	5207	5713	5751	10511	9720	10057
LOC105373752	0	0	0	0	1	0
LOC107985962	15	31	5	11	0	4
LOC124907909	2	2	1	4	0	0
LNPK	927	733	1459	1833	2656	2411
LOC107985830	0	2	0	1	1	1
EVX2	2	4	12	32	10	9
HOXD13	2	7	7	14	12	5
HOXD12	0	0	0	1	0	0
HOXD11	35	2	192	118	2	30
HOXD10	3	2	51	45	2	7
HOXD9	12	23	111	80	10	17
LOC100129455	0	0	5	3	4	5
HOXD8	4	1	31	43	33	136
HOXD-AS2	0	1	0	0	0	2
LOC401021	0	0	2	2	2	2
MIR10B	1	2	0	0	5	3
HOXD4	0	0	15	7	120	18
HOXD3	4	2	2	9	211	13
HAGLR	0	12	13	38	109	16
HAGLROS	0	0	0	5	12	0
HOXD1	1	18	4	62	31	2
MIR7704	0	0	0	0	0	0
MTX2	653	1147	1268	1522	1896	1753
LOC124907910	1	1	2	0	0	1
MIR1246	0	0	0	0	0	0
LOC105373754	0	2	1	2	0	5
LINC01116	4	0	7	2	6	51
LINC01117	2	3	10	6	3	7
LOC105369143	0	0	1	0	0	0
LOC101929963	1	0	0	2	0	0
LOC105373757	0	3	0	1	0	0
LOC105373756	0	0	0	0	0	0
LOC107985965	0	0	0	0	0	0
LOC105373760	1	0	0	0	1	1
LOC105373759	8	15	9	11	13	15
MIR4444-1	0	0	0	1	0	0
HNRNPA3	12104	7812	8336	7951	10346	10412
NFE2L2	2208	2788	2232	1758	3995	5347
MIR3128	1	0	0	0	1	1
LOC100130691	38	52	63	92	48	62
MIR6512	2	0	0	0	0	0
LOC124906145	0	0	0	0	0	0
AGPS	1905	2052	1724	1724	2802	2684
LOC105373762	0	0	0	0	0	0
IFT70B	83	73	169	241	168	213
LOC124906098	0	0	2	2	2	0
IFT70A	140	196	357	429	443	549
PDE11A	15	42	286	264	52	86
PDE11A-AS1	0	0	2	5	0	0
LOC124906099	1	1	0	0	1	0
RBM45	299	246	325	288	365	336
OSBPL6	189	130	219	188	236	198
CHROMR	244	175	209	198	227	201
PRKRA	1109	1974	1079	1545	1894	1606
PJVK	41	52	119	143	129	161
FKBP7	812	302	1828	1317	214	920
LOC124906102	0	1	0	2	1	2
PLEKHA3	732	2151	882	1010	860	1082
LOC124907911	0	0	0	0	0	0
TTN-AS1	10	12	10	20	6	6
TTN	3165	6191	26607	35580	60648	61445
LOC124906100	1	2	5	5	7	4
LOC124907912	4	2	23	28	54	48
LOC124906101	0	0	11	7	12	12
LOC101927055	0	0	1	0	4	0
CCDC141	253	198	1995	2464	2326	2216
LOC105373766	0	0	0	2	0	0
SESTD1	2296	1107	1851	1858	1746	1963
LOC124906166	0	0	3	3	3	1
ZNF385B	17	11	117	320	100	246
LOC101927073	1	0	0	0	0	0
MIR1258	0	0	0	0	0	0
LOC124900526	0	0	0	0	0	0
CWC22	727	2093	608	453	1715	1492
EPCART	0	0	0	0	0	0
LOC105373768	0	0	0	0	0	1
LOC105373769	0	0	0	0	0	0
LOC105373770	0	0	0	0	0	0
SCHLAP1	0	2	0	0	0	0
LOC105373771	0	0	0	0	0	0
UBE2E3-DT	0	0	0	0	0	4
UBE2E3	1253	1190	1180	1722	2160	1796
LOC107985831	1	0	0	0	0	0
LINC01934	1	1	3	0	0	3
MIR4437	0	0	0	0	0	0
LOC124907913	0	0	0	0	0	0
ITGA4	376	100	954	1353	184	552
CERKL	2	2	2	2	3	2
NEUROD1	8	18	1	0	120	0
ITPRID2	2938	3549	2360	3021	2876	3802
PPP1R1C	6	22	40	75	76	80
LOC102724288	0	2	13	21	20	49
PDE1A	9	57	118	341	164	43
LOC124907915	0	4	0	1	0	3
LOC124907914	0	0	1	1	0	0
LOC101929976	0	1	2	0	1	0
DNAJC10	3773	4198	4007	3138	3967	4845
FRZB	9421	3769	20869	9197	421	10843
LOC124907916	25	10	29	21	6	15
NCKAP1	6908	9795	6027	6099	11159	12686
LOC124900540	0	0	0	0	0	0
DUSP19	76	115	141	128	119	119
NUP35	270	386	200	145	450	353
LOC124907917	0	5	0	0	1	1
LOC124906103	38	42	18	15	37	17
LOC124907918	0	0	0	0	0	0
LOC124906171	0	0	0	0	0	0
LOC105373777	0	0	0	0	0	0
LOC102724340	0	1	1	2	0	0
LOC105373776	0	0	0	0	0	0
MIR548AE1	1	0	0	0	0	0
LOC107985968	0	0	0	0	0	0
LOC105373779	0	1	0	0	0	0
LOC105373780	6	3	6	9	5	11
ZNF804A	136	789	93	58	149	174
LOC105373782	0	1	0	0	0	0
LOC105373781	0	0	6	29	0	0
LOC107985832	0	0	0	0	0	3
LOC124907919	6	7	16	13	5	6
LOC124906104	27	17	53	46	24	44
LOC124900518	1	0	0	0	0	0
FSIP2-AS2	3	3	2	6	7	3
FSIP2	62	64	188	126	152	197
FSIP2-AS1	0	0	3	3	4	4
LINC01473	5	7	6	7	8	10
LOC105373785	11	22	27	45	18	23
ZC3H15	2308	5422	2022	1439	4130	3439
LOC124907920	12	9	8	11	9	7
LOC107985784	4	2	5	10	4	7
LOC124906105	51	10	34	71	28	35
ITGAV	23882	6686	16303	18163	9927	12255
FAM171B	154	680	479	285	859	709
ZSWIM2	4	0	1	1	1	0
LOC124906106	0	0	0	0	0	0
CALCRL-AS1	24	49	38	50	31	8
CALCRL	86	46	92	108	128	139
TFPI	2526	1215	2156	1608	189	1262
LOC105373788	1	1	0	0	0	0
LINC01090	3	8	0	0	1	0
LOC124907927	0	0	0	0	0	0
GULP1	658	954	1069	662	992	1444
MIR561	0	0	0	0	0	0
LOC124906107	1	1	7	2	0	6
LOC105373790	5	4	3	2	1	4
DIRC1	1	0	5	0	0	10
LOC105373791	1	1	2	1	0	1
COL3A1	217706	95064	772677	625514	13388	449787
MIR1245A	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0
COL5A2	34041	19038	59100	35965	10657	37028
MIR3129	0	0	0	0	0	0
WDR75	1092	2608	964	743	1731	1775
SLC40A1	1560	1350	5370	2623	1459	3985
ASNSD1	855	1058	576	563	1334	1317
ASDURF	0	0	0	0	0	0
LOC105373793	9	20	14	12	9	5
ANKAR	37	68	32	48	44	53
OSGEPL1	117	122	206	267	323	273
OSGEPL1-AS1	0	0	0	0	0	0
ORMDL1	1207	3192	1556	1581	1818	1737
PMS1	472	281	539	363	736	565
LOC105373796	12	3	7	12	4	3
C2orf88	4	5	2	9	4	7
MSTN	2	6	2	2	2	4
HIBCH	485	585	742	810	933	905
LOC124906109	3	11	0	5	17	10
INPP1	175	257	93	133	255	351
MFSD6	73	182	431	506	861	794
NEMP2	148	106	155	219	302	241
NEMP2-DT	30	26	31	47	132	80
NAB1	1479	567	2035	2810	5531	4397
LOC124907946	2	4	267	98	7	247
LOC124906110	35	32	79	31	18	45
GLS	6221	7802	11460	3581	2786	10894
STAT1	1689	2862	2502	2739	4597	4927
LOC124900514	2	0	2	1	2	1
STAT4-AS1	0	1	0	0	3	2
LOC107985785	0	0	0	0	0	0
STAT4	38	31	69	76	1411	619
LOC105373804	0	0	0	0	0	0
MYO1B	3814	2994	2626	1837	1888	3477
LOC107985833	0	0	0	1	0	0
LOC124905959	5	9	0	0	0	0
NABP1	1020	896	215	88	67	367
LOC124900605	347	316	104	37	37	172
LOC124908062	1	16	0	0	1	10
LOC105373812	0	0	0	0	0	0
LOC729254	0	0	0	0	0	0
CAVIN2	251	25	122	397	352	578
TMEFF2	7	11	12	29	117	642
CAVIN2-AS1	0	5	1	1	4	5
PCGEM1	0	0	0	0	0	3
LOC107985969	4	1	10	3	0	0
LINC01821	0	0	0	0	0	0
LOC105373816	1	1	4	5	1	0
LOC124906142	0	0	0	0	0	0
LOC105376755	0	0	3	2	0	0
LINC01790	0	0	0	0	0	0
LOC105373817	0	0	0	0	0	0
LOC124908063	2	0	0	4	3	3
LINC01827	0	7	0	0	1	0
SLC39A10	2754	2803	1888	1521	2015	2347
DNAH7	18	23	14	43	43	46
LOC107985972	4	4	3	5	13	6
STK17B	1489	598	645	701	678	885
LOC101927454	0	0	1	0	0	1
HECW2	1091	82	898	1694	2874	2621
LOC124906154	1	0	0	1	0	1
HECW2-AS1	16	1	2	0	3	4
LOC105373822	0	2	0	0	0	0
LOC105373821	0	0	0	1	0	0
LOC105373823	0	0	0	0	0	2
CCDC150	174	52	79	64	202	128
LOC124900529	0	0	0	0	0	0
LOC100130452	0	0	0	0	0	0
GTF3C3	1026	2818	951	1053	2052	1885
C2orf66	8	33	18	25	29	27
PGAP1	530	549	1098	1238	977	1143
ANKRD44	168	136	354	505	129	289
ANKRD44-AS1	1	6	0	0	0	0
ANKRD44-IT1	0	0	0	0	0	0
ANKRD44-DT	0	1	1	0	0	2
SF3B1	8789	12644	11202	9924	15769	14974
LOC124900524	0	0	0	0	0	1
COQ10B	1018	2790	1077	1084	1003	1402
LOC124907951	2	4	3	6	1	2
HSPD1	9570	14125	8515	7327	8699	9232
SNORA105B	0	0	0	0	0	0
HSPE1-MOB4	0	0	0	0	0	0
HSPE1	470	879	108	385	505	407
MOB4	0	0	1	0	2	2
LOC124907952	5	10	6	1	7	3
RFTN2	9	10	12	47	77	59
MARS2	295	640	280	228	308	300
BOLL	0	2	4	0	3	0
LOC105373828	0	0	0	1	3	1
PLCL1	48	88	523	1097	3249	1348
LINC01923	2	0	1	0	0	0
LOC105373831	0	1	3	6	0	0
LOC105373830	0	0	0	1	0	0
SATB2	242	168	337	408	106	95
SATB2-AS1	2	2	0	0	1	0
LINC01877	1	1	0	0	1	0
FTCDNL1	16	25	61	35	20	19
LOC101927687	2	4	2	1	1	1
C2orf69	381	290	306	270	391	452
TYW5	409	877	292	285	567	572
MAIP1	475	1062	374	397	792	763
LOC124906112	4	5	0	2	12	6
LOC124907962	0	11	0	3	8	8
LOC105373833	0	2	0	0	1	0
SPATS2L	4832	2783	2427	2377	3124	3364
LOC101927741	19	11	16	9	9	9
KCTD18	227	335	450	473	402	618
SGO2	479	439	391	146	726	565
AOX1	34	130	19	5	13	20
AOX3P-AOX2P	0	2	0	0	1	1
LINC01792	2	8	2	0	0	1
BZW1-AS1	0	4	0	0	1	0
BZW1	7229	7361	4444	3795	4613	5660
CLK1	1689	2839	1602	1175	4883	4033
PPIL3	418	602	630	849	957	805
NIF3L1	499	594	456	570	773	587
ORC2	638	680	394	394	624	739
LOC105373835	6	12	22	9	19	10
HYCC2	586	865	497	435	641	730
NDUFB3	1014	1950	858	1699	2427	2088
LOC105373836	14	8	1	7	7	3
CFLAR	2091	1016	695	1328	1008	714
CFLAR-AS1	10	3	6	1	2	0
CASP10	75	29	107	137	16	107
CASP8	246	442	257	184	51	226
FLACC1	11	20	25	35	18	23
TRAK2	1714	1028	2490	2940	2848	3430
STRADB	787	399	803	1017	1130	966
C2CD6	4	10	3	5	10	7
LOC124906113	3	6	18	27	30	28
TMEM237	1224	1230	1652	1552	1482	1562
MPP4	10	13	2	1	10	2
ALS2	1747	2581	1818	2112	3206	3835
CDK15	26	10	162	51	7	134
FZD7	3395	2179	9372	9298	604	3120
LOC124906114	1	1	1	1	0	0
KIAA2012	17	14	39	20	9	38
LOC124906152	0	0	0	0	0	0
KIAA2012-AS1	2	9	2	1	0	3
SUMO1	2885	4652	2791	2692	4725	3872
NOP58	2384	3896	1414	1001	3415	2823
SNORD70	0	0	1	0	1	0
SNORD70B	3	0	2	0	1	0
SNORD11B	0	1	1	0	0	0
SNORD11	3	3	1	2	2	2
BMPR2	4910	2948	6306	7589	4512	6891
FAM117B	181	195	588	439	491	423
ICA1L	80	274	281	195	512	411
WDR12	867	909	908	975	975	1123
CARF	91	74	317	260	327	302
NBEAL1	786	875	952	934	683	1126
LOC124900525	0	1	0	0	0	0
CYP20A1	716	758	1166	1115	852	1083
ABI2	1877	1827	3090	4893	4785	5008
RAPH1	1190	2950	1471	1629	1049	1951
CD28	2	0	5	0	0	0
CTLA4	0	0	0	0	0	0
LOC101927840	0	0	0	0	0	0
ICOS	0	7	0	0	0	0
LOC124907966	0	0	0	0	0	0
LOC124906115	0	1	6	4	0	1
LOC105373845	18	4	0	0	0	0
PARD3B	496	749	753	661	352	560
LOC124907967	34	28	14	16	14	12
LOC124907968	0	0	0	0	0	0
NRP2	7921	1823	14906	13535	762	6031
LOC105373847	0	0	0	1	1	0
LOC124907969	0	0	0	0	0	0
INO80D	534	1496	587	683	732	949
NDUFS1	3087	4467	3798	4817	7309	7283
GCSHP3	0	0	0	0	0	0
EEF1B2	6992	4195	8050	10073	7540	8426
SNORD51	4	7	0	6	1	2
SNORA41	2	1	0	2	1	2
CMKLR2	22	29	195	284	200	208
CMKLR2-AS	0	3	2	0	4	1
ZDBF2	818	4087	940	783	1304	1779
ADAM23	683	201	1040	2593	2645	1839
FAM237A	0	1	0	3	5	0
DYTN	1	2	0	0	0	0
MDH1B	3	4	28	33	54	47
FASTKD2	849	650	1079	1029	2275	2001
MIR3130-1	0	0	0	0	0	0
MIR3130-2	0	0	0	0	0	0
CPO	3	5	0	0	2	2
KLF7	1975	651	709	1071	815	914
MIR2355	0	0	0	0	0	0
MIR7845	1	2	6	1	0	4
MYOSLID-AS1	2	0	1	2	0	0
LOC124907971	0	1	0	0	0	0
MYOSLID	34	2	5	2	1	6
LINC01802	1	0	0	0	0	0
MIR1302-4	0	0	0	0	0	0
LOC105373851	8	6	1	6	1	5
LOC124907970	15	6	12	15	8	15
CREB1	1438	867	1410	1346	2162	2231
METTL21A	425	315	381	394	270	303
LINC01857	1	1	4	0	0	0
CCNYL1	1670	3012	2090	1286	557	1384
MIR4775	0	0	0	0	0	0
FZD5	2331	1217	464	589	427	690
PLEKHM3	348	901	749	799	571	905
LOC105373854	0	2	0	0	1	1
LOC124905439	0	0	0	0	0	0
LOC100507443	0	0	0	0	0	0
CRYGD	2	0	0	10	3	25
CRYGC	6	0	68	24	0	23
CRYGB	1	1	0	0	1	3
CRYGA	0	1	0	0	0	1
C2orf80	0	1	0	0	38	14
IDH1	2924	882	14883	8303	2099	5405
IDH1-AS1	5	10	18	41	13	10
PIKFYVE	1329	1774	2504	1991	1517	2613
PTH2R	5	3	0	1	8	2
LOC105373855	0	0	0	0	0	0
LOC101927960	0	0	0	1	5	2
LOC105373857	0	0	0	0	6	4
LOC105373856	0	0	0	0	0	0
MAP2	330	125	247	718	4212	1093
UNC80	15	16	111	199	145	63
RPE	995	1129	935	677	925	1062
KANSL1L	274	250	421	441	768	765
KANSL1L-AS1	4	5	8	8	13	21
LOC107985977	2	10	15	8	17	20
ACADL	15	6	38	36	91	94
LOC124907972	0	2	0	3	6	2
MYL1	52	15	9	28	5	17
LANCL1-AS1	3	2	4	5	12	5
LANCL1	892	1799	2306	2284	3412	3412
CPS1	152	97	1402	872	518	546
CPS1-IT1	0	0	0	0	0	0
LOC107985978	1	0	3	0	0	0
ERBB4	172	153	1057	1302	1693	1507
LOC124906116	1	0	2	1	5	4
MIR548F2	0	0	0	0	0	0
LINC01878	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0
LOC102725082	5	7	4	3	13	7
LOC107985980	0	0	0	0	1	1
IKZF2	79	83	157	109	282	278
LINC01953	0	0	0	0	0	0
LOC105373864	0	0	0	0	0	0
LOC107985981	1	1	9	4	18	18
SPAG16-DT	1	3	8	0	6	1
SPAG16	246	302	468	403	1103	914
MIR4438	0	1	0	0	0	0
LOC101928084	0	3	0	0	0	0
LOC124907973	2	0	6	8	0	1
VWC2L	1	4	0	0	7	0
VWC2L-IT1	0	0	0	0	0	0
BARD1	558	135	304	401	856	563
SNHG31	12	5	17	7	3	10
SNORA70I	0	0	0	0	0	0
ABCA12	48	33	243	28	35	39
LOC124906117	1	0	0	2	2	0
LOC124907974	2	0	0	0	0	1
LINC02862	0	0	0	0	0	0
LOC124906184	0	1	0	0	0	0
LOC124907975	4	5	3	0	5	2
ATIC	2682	1419	1089	1482	1238	1349
FN1	278423	64120	209932	376900	5196	90116
FN1-DT	6	2	4	7	3	2
LOC102724849	5	0	3	5	0	0
LOC102724861	5	1	3	2	3	1
LINC00607	21	5	106	122	3	33
LINC01614	59	6	40	179	1	36
LOC107985982	4	0	0	2	0	0
LOC105373870	0	0	0	0	0	0
MREG	121	166	42	57	40	40
PECR	70	63	75	114	69	102
TMEM169	29	48	16	23	128	10
XRCC5	9810	10462	6572	8067	13041	11115
LINC01963	197	151	366	193	279	349
MARCHF4	627	1316	622	1626	60	136
LOC107985983	1	5	1	0	1	0
SMARCAL1-AS1	0	2	0	0	0	0
LOC107985984	0	0	0	0	0	0
SMARCAL1	798	980	764	792	634	786
RPL37A-DT	10	6	2	12	21	17
RPL37A	15940	15503	13852	32236	17982	17406
LOC101928156	26	176	20	35	34	21
LOC101928180	2	18	2	8	2	6
LOC105373871	1	2	0	1	1	0
LOC124907976	0	0	0	0	0	1
LINC01280	0	2	1	1	2	0
LOC124907977	0	2	0	1	1	0
IGFBP2	5656	1439	16146	27730	4312	7215
IGFBP5	11246	2616	33415	23955	5014	34990
LOC124900515	63	19	152	119	58	209
IGFBP-AS1	2	8	3	2	0	3
LOC124907978	0	0	0	0	0	0
LOC124907979	0	0	0	0	0	0
TNP1	1	0	0	0	0	0
LOC124906118	0	0	0	0	0	0
LOC105373876	0	0	0	0	0	0
LINC01921	0	0	0	0	0	0
LOC105373874	0	4	0	0	0	1
LOC105373873	2	3	0	0	1	0
LOC124907980	1	0	0	0	0	0
LOC105373872	0	0	0	0	0	0
DIRC3-AS1	5	4	2	2	0	1
DIRC3	54	0	69	54	65	248
LOC124907981	1	0	1	0	0	1
TNS1	5743	1477	10079	18905	11148	14477
SNORA115	0	0	2	0	0	0
MIR6809	1	0	3	3	1	0
LOC124905960	0	0	1	1	2	2
TNS1-AS1	0	2	3	6	20	7
LOC124907982	0	0	0	0	0	0
RUFY4	4	5	0	5	4	10
CXCR2P1	0	0	1	1	0	1
CXCR2	25	4	47	60	58	98
CXCR1	3	0	0	0	1	0
LOC124906159	0	0	0	0	0	0
LOC101928487	33	95	34	48	28	23
ARPC2	16915	9393	9433	10443	9538	9962
TRY-ATA1-1	4	1	1	1	0	0
GPBAR1	348	38	170	230	50	51
AAMP	4197	9456	3478	5232	4214	4593
PNKD	2429	1411	4286	6898	1903	2240
TMBIM1	2461	2055	1228	1339	583	1594
MIR6513	1	0	0	1	0	1
LOC105373881	2	6	9	9	2	1
LOC105373880	21	83	74	139	84	69
CATIP-AS2	4	2	2	8	1	0
LOC124906179	1	0	0	0	0	0
MIR6810	0	0	0	0	0	0
CATIP	2	1	1	5	3	1
CATIP-AS1	0	1	0	0	0	0
SLC11A1	17	21	19	43	20	20
CTDSP1	2529	1104	3510	6598	2380	2783
MIR26B	1	1	0	4	2	0
VIL1	1076	88	426	91	3	4
USP37	277	159	265	285	452	529
CNOT9	1943	1678	1151	1225	1098	1082
PLCD4	5	11	43	57	8	16
ZNF142	775	1908	767	888	652	672
BCS1L	741	805	662	1060	847	711
RNF25	942	2713	839	1006	1217	1281
STK36	571	445	1077	1246	645	838
LOC124907983	0	0	0	2	0	4
TTLL4	1204	1266	762	748	551	748
CYP27A1	302	298	151	224	39	123
PRKAG3	1	6	0	0	0	0
MIR9500	0	0	0	0	0	0
WNT6	3	94	59	16	2	3
WNT10A	9	2	4	2	1	1
LOC105373882	0	0	0	0	0	0
LINC01494	0	2	1	0	1	0
LOC124906119	1	0	0	0	0	0
LOC124907984	0	2	0	0	1	1
CDK5R2	11	11	40	35	46	17
LINC00608	0	3	0	0	0	0
FEV	11	12	0	4	6	3
CRYBA2	7	20	0	1	0	4
MIR375	0	0	0	0	0	0
LOC100129175	0	1	0	0	0	0
CFAP65	11	10	6	2	12	4
LOC107985987	1	0	0	0	0	0
IHH	110	12	134	48	0	3
MIR3131	0	2	4	0	0	0
LOC124906120	7	14	8	10	9	7
NHEJ1	403	701	413	388	472	408
SLC23A3	19	62	31	26	4	13
CNPPD1	1435	4743	1970	3779	2012	1997
RETREG2	2140	5069	2798	4415	2060	2513
ZFAND2B	553	599	540	858	658	586
ABCB6	490	663	673	772	303	536
ATG9A	2215	3505	3577	5956	2741	3188
ANKZF1	654	1123	1172	1482	1383	1066
GLB1L	107	51	202	235	124	186
STK16	507	633	661	1066	762	835
TUBA4A	37	562	115	278	1032	368
TUBA4B	0	2	2	6	2	2
DNAJB2	2917	7069	3687	6261	3886	4430
PTPRN	874	607	96	149	118	156
